start_time,end_time,text,emotion,sub-emotion,intensity
"01:09:08,000","01:09:10,000",He would have to dig Julitka.,happiness,optimism,moderate
"01:09:10,000","01:09:13,000",So they wanted to play on feelings here.,disgust,disapproval,mild
"01:09:13,000","01:09:15,000",So that the chickens kick you.,anger,annoyance,mild
"01:09:15,000","01:09:17,000","Hey, it means that Patryk was not from the mafia.",surprise,realization,moderate
"01:09:17,000","01:09:20,000","Okay, ok, we're ahead a little.",neutral,neutral,neutral
"01:09:20,000","01:09:22,000","Yes, you have one citizen less.",neutral,neutral,neutral
"01:09:22,000","01:09:24,000","Tomek, who will you vote for today?",happiness,curiosity,mild
"01:09:24,000","01:09:28,000",I was thinking strongly about chicken because I didn't like his behavior.,disgust,disapproval,moderate
"01:09:28,000","01:09:30,000","Well, it broke the blocks for me.",sadness,disappointment,mild
"01:09:30,000","01:09:33,000","Another thing, my attention was strongly caught by Kasia and Faustina's behavior in the morning,",happiness,curiosity,mild
"01:09:33,000","01:09:36,000","which were mega wounded at Posti, no?",surprise,confusion,mild
"01:09:36,000","01:09:38,000","And as if I understand it a bit, at an angle yesterday.",surprise,realization,mild
"01:09:44,000","01:09:47,000","What do you whisper, Kasia and Posti?",happiness,curiosity,mild
"01:09:47,000","01:09:51,000","Well, I told Posti that I was cut off at the moment, like chickens.",neutral,neutral,neutral
"01:09:51,000","01:09:55,000",That most people will probably vote for me now.,neutral,neutral,neutral
"01:09:55,000","01:09:56,000","Probably, yes.",neutral,neutral,neutral
"01:09:56,000","01:09:59,000","And Żabson, give me arguments.",happiness,curiosity,mild
"01:09:59,000","01:10:00,000",Because you today ...,neutral,neutral,neutral
"01:10:00,000","01:10:04,000",And you discussed at my door and record people to vote for me.,anger,annoyance,moderate
"01:10:04,000","01:10:07,000","No, there is a simple action for me. I keep sticking to that or 50-50 it.",neutral,neutral,neutral
"01:10:07,000","01:10:10,000","And why are you more on me than Posti, for example?",happiness,curiosity,mild
"01:10:10,000","01:10:16,000",For me we can vote for everyone behind our heart. I will vote for one of your two people and then everyone is fine.,neutral,neutral,neutral
"01:10:16,000","01:10:20,000","But as behind your heart, as you said at the door to anyone who comes, for example to Gimper,",surprise,confusion,mild
"01:10:20,000","01:10:25,000","That vote for Kasia, vote for her. It wasn't like following the voice of your heart.",disgust,disapproval,moderate
"01:10:25,000","01:10:31,000","I know that you vote for Kasia, because you just go and talk to Posti from the morning to vote for him.",anger,annoyance,moderate
"01:10:31,000","01:10:32,000",But it's logical to me.,neutral,neutral,neutral
"01:10:32,000","01:10:34,000",Of course he does like this.,neutral,neutral,neutral
"01:10:34,000","01:10:37,000","But it is logical to me that if you don't lie, then the post is in the mafia.",happiness,curiosity,mild
"01:10:37,000","01:10:41,000","Well, it is logical to me as a citizen that he wants to get rid of people who are flashing.",neutral,neutral,neutral
"01:10:41,000","01:10:45,000","Wait, for you it is logical that I am me or him, so why did you only talk to me?",surprise,confusion,moderate
"01:10:45,000","01:10:50,000","Okay, I'll give you. Because he has no ally, he didn't talk to anyone all day,",neutral,neutral,neutral
"01:10:50,000","01:10:52,000","Nobody supports him, nobody talks with him.",disgust,disapproval,mild
"01:10:52,000","01:10:53,000","You don't feel sorry for him, right?",happiness,curiosity,mild
"01:10:53,000","01:11:01,000","No, no. If I was from the mafia, I would do everything to get these allies somehow",happiness,optimism,moderate
"01:11:01,000","01:11:05,000",And somehow restore them to your side. And you did it all day.,happiness,admiration,mild
"01:11:05,000","01:11:10,000","Okay, but this is not an argument, because we really have two evidence on Posti, and one for me.",neutral,neutral,neutral
"01:11:10,000","01:11:15,000",It is strange that yesterday so many times it happened that he duplicated himself and in my opinion ...,surprise,confusion,moderate
"01:11:15,000","01:11:17,000","Because Friz turns me on, we have all the time talk.",anger,annoyance,mild
"01:11:17,000","01:11:22,000","Yes, but let's be guided in my opinion, what if we can verify any, no?",happiness,curiosity,mild
"01:11:22,000","01:11:27,000","So either Kasia, or damn it, or a frog or me. As if you know, it's just that",surprise,confusion,mild
"01:11:27,000","01:11:33,000","That there are already some things that have happened over the last two days, thanks to which we can be a step forward.",happiness,optimism,mild
"01:11:33,000","01:11:37,000","And you were a bit suspicious for me, for example, when it comes to a threats.",,,
"01:11:37,000","01:11:39,000",I thought you were threatening at all.,fear,fear,moderate
"01:11:39,000","01:11:42,000","And I just wanted to ask why, because maybe the chickens had the task not to ...",happiness,curiosity,mild
"01:11:42,000","01:11:44,000","Well, suddenly you started defending Kasia very much.",surprise,surprise,mild
"01:11:44,000","01:11:46,000","And you were very emotional at all then, you know?",surprise,confusion,mild
"01:11:46,000","01:11:50,000","But no, emotionality for me has dedicated her credibility, this emotionality,",disgust,disapproval,mild
"01:11:50,000","01:11:56,000","Because she looked like a frustrated one for me, but who really wants to convince people.",anger,annoyance,moderate
"01:11:56,000","01:12:00,000","You played differently than yesterday. You were sitting yesterday, you only looked at people all the time,",happiness,curiosity,mild
"01:12:00,000","01:12:03,000",And today from the morning you were screwed in and you were looking for a narrative.,anger,annoyance,moderate
"01:12:03,000","01:12:05,000",And that you are manipulated by Kasia.,disgust,disapproval,moderate
"01:12:05,000","01:12:10,000","I know, but I think I couldn't just play my psyche in my psyche, right?",surprise,confusion,mild
"01:12:10,000","01:12:15,000",Despite the fact that Narudziak is my roommate and I respected him very much and his whole opinion ...,neutral,neutral,neutral
"01:12:15,000","01:12:17,000","Oh, maybe we get screwed, no?",fear,fear,mild
"01:12:17,000","01:12:18,000",NO.,anger,anger,intense
"01:12:18,000","01:12:18,000",Listen.,neutral,neutral,neutral
"01:12:18,000","01:12:21,000",He screwed the mission here about the set-up.,anger,annoyance,moderate
"01:12:21,000","01:12:25,000","And it is strange to me that you are terribly at once to tell me that I got a mission on you,",surprise,confusion,moderate
"01:12:25,000","01:12:27,000",You won't even let me explain.,anger,annoyance,moderate
"01:12:27,000","01:12:31,000","You were a man who was the most on the cure, in my opinion, all day.",disgust,disapproval,mild
"01:12:31,000","01:12:32,000","I could change the opinion of other people, no.",neutral,neutral,neutral
"01:12:32,000","01:12:38,000","Throughout the day you tried to move everyone away from voting at the cash register and tried to screw everyone on the core,",disgust,disapproval,intense
"01:12:38,000","01:12:42,000","Meanwhile, chickens turns out to be a citizen who was under threat.",surprise,surprise,mild
"01:12:42,000","01:12:47,000","For me it is resistance, for me it cleans him, because if he knew that he was flying, he would not shoot people at him.",surprise,realization,moderate
"01:12:47,000","01:12:47,000",It makes no sense.,surprise,confusion,mild
"01:12:47,000","01:12:49,000","It is a bit excluded, do you know?",surprise,confusion,mild
"01:12:49,000","01:12:51,000","Because I know what I think, I think.",neutral,neutral,neutral
"01:12:51,000","01:12:57,000","If you were a person who gave a threatening letter, you certainly knew that she was not fulfilled.",disgust,disapproval,moderate
"01:12:57,000","01:13:02,000",So why did you say a second before the deliberations that you think three people will fly out today?,happiness,curiosity,moderate
"01:13:02,000","01:13:05,000",Because I think one of the mafia has a backfire card.,happiness,curiosity,mild
"01:13:05,000","01:13:11,000","And for example, I'm afraid to bet on the obvious beta for me, i.e. Karol and Kasia.",fear,fear,mild
"01:13:11,000","01:13:16,000",They can give them that I just said that he would give up and clean it.,neutral,neutral,neutral
"01:13:17,000","01:13:19,000",This gives him another alibi for *****.,surprise,realization,moderate
"01:13:19,000","01:13:21,000","Well, all in all, he could clean up this way.",surprise,realization,mild
"01:13:21,000","01:13:23,000",He cleaned up that way.,surprise,realization,mild
"01:13:23,000","01:13:28,000","Dear residents of the Mafia House, as I said earlier, it is not time for such a discussion,",neutral,neutral,neutral
"01:13:28,000","01:13:31,000",That is why I would like us to vote.,neutral,neutral,neutral
"01:13:31,000","01:13:33,000",I am stupid with this situation.,anger,annoyance,moderate
"01:13:33,000","01:13:35,000","I am not surprised if I was a mafia, too.",neutral,neutral,neutral
"01:13:35,000","01:13:37,000",That I would vote for myself and I ...,neutral,neutral,neutral
"01:13:37,000","01:13:38,000",Because I don't know if you can do it.,neutral,neutral,neutral
"01:13:39,000","01:13:41,000",What can I say?,neutral,neutral,neutral
"01:13:41,000","01:13:43,000","A bit sad after all, no?",sadness,sadness,mild
"01:13:43,000","01:13:45,000",But I have already packed myself.,neutral,neutral,neutral
"01:13:45,000","01:13:47,000",Prepared full.,neutral,neutral,neutral
"01:13:47,000","01:13:49,000","God dammit, no?",anger,annoyance,moderate
"01:13:49,000","01:13:50,000","It's hard, is it?",neutral,neutral,neutral
"01:13:50,000","01:13:52,000","Chickens, I'm sorry.",neutral,neutral,neutral
"01:13:53,000","01:13:54,000",But you know what?,neutral,neutral,neutral
"01:13:54,000","01:13:56,000",Patryk behaved very honorably.,happiness,admiration,moderate
"01:13:56,000","01:13:59,000",Because he was supposed to be against me.,happiness,relief,mild
"01:13:59,000","01:14:01,000",And he rejected it.,happiness,relief,mild
"01:14:01,000","01:14:04,000","So like, mega, mega respect for him that simply ...",happiness,admiration,intense
"01:14:04,000","01:14:08,000","He set this relationship higher than the game somewhere, right?",happiness,admiration,moderate
"01:14:08,000","01:14:10,000","In that case, we start voting.",neutral,neutral,neutral
"01:14:10,000","01:14:14,000","I rely on what I already know, so I give my voice to post.",neutral,neutral,neutral
"01:14:14,000","01:14:15,000","Posti, you have one voice.",neutral,neutral,neutral
"01:14:15,000","01:14:19,000",I am asking to vote for Posti.,neutral,neutral,neutral
"01:14:19,000","01:14:21,000",I think that Kasia is more.,neutral,neutral,neutral
"01:14:21,000","01:14:22,000","Kasia, one voice.",neutral,neutral,neutral
"01:14:22,000","01:14:23,000","Frog, who are you voting for?",neutral,neutral,neutral
"01:14:23,000","01:14:29,000","I just vote for Kasia, because I want to be honest with those people I spoke to before.",,,
"01:14:29,000","01:14:30,000","Kasia, who are you voting for?",neutral,neutral,neutral
"01:14:30,000","01:14:31,000",To Postiego.,neutral,neutral,neutral
"01:14:31,000","01:14:32,000","Posti, two.",neutral,neutral,neutral
"01:14:32,000","01:14:33,000",Adam?,neutral,neutral,neutral
"01:14:33,000","01:14:34,000",On Kasia.,neutral,neutral,neutral
"01:14:34,000","01:14:35,000","Kasia, three.",neutral,neutral,neutral
"01:14:35,000","01:14:37,000",After what I told you today?,surprise,surprise,mild
"01:14:37,000","01:14:38,000",Bartuś.,neutral,neutral,neutral
"01:14:38,000","01:14:39,000",But I also know Kasia.,neutral,neutral,neutral
"01:14:39,000","01:14:41,000","I fart, but you do it now.",anger,annoyance,mild
"01:14:41,000","01:14:42,000",Julitka?,neutral,neutral,neutral
"01:14:42,000","01:14:44,000",I will also stay with a group.,neutral,neutral,neutral
"01:14:44,000","01:14:46,000",I vote for Kasia.,neutral,neutral,neutral
"01:14:46,000","01:14:47,000","Kasia, five.",neutral,neutral,neutral
"01:14:47,000","01:14:49,000",My voice will not change much.,neutral,neutral,neutral
"01:14:49,000","01:14:53,000","Adam wanted to vote for himself, and I will do it, so Adam, you have one voice.",neutral,neutral,neutral
"01:14:53,000","01:14:55,000","Distinguished, old.",neutral,neutral,neutral
"01:14:55,000","01:14:57,000",We have eight votes.,neutral,neutral,neutral
"01:14:57,000","01:15:00,000","Five Kasia, two posti, one Adam.",neutral,neutral,neutral
"01:15:00,000","01:15:03,000","Please, Tomek, give your vote.",neutral,neutral,neutral
"01:15:03,000","01:15:08,000","I am glad that I do not have a decisive, I give it to Kasia, but it is only because it is nothing, you know ...",happiness,relief,mild
"01:15:08,000","01:15:11,000","You are morons, I can't experience it.",anger,anger,intense
